YYYY-MM-DD;hh:mm;Original;Calculated;Flag
29-10-1929;--:--;99000;99000;-999
30-10-1929;--:--;98750;98750;-999
31-10-1929;--:--;98750;98750;-999
1-11-1929;--:--;100000;100000;-999
2-11-1929;--:--;99500;99500;-999
3-11-1929;--:--;100225;100225;-999
4-11-1929;--:--;101125;101125;-999
5-11-1929;--:--;101800;101800;-999
6-11-1929;--:--;101350;101350;-999
7-11-1929;--:--;100000;100000;-999
8-11-1929;--:--;101800;101800;-999
9-11-1929;--:--;100000;100000;-999
10-11-1929;--:--;97750;97750;-999
11-11-1929;--:--;96000;96000;-999
12-11-1929;--:--;95000;95000;-999
13-11-1929;--:--;96250;96250;-999
14-11-1929;--:--;96750;96750;-999
15-11-1929;--:--;97000;97000;-999
16-11-1929;--:--;98750;98750;-999
17-11-1929;--:--;100900;100900;-999
18-11-1929;--:--;102700;102700;-999
19-11-1929;--:--;103825;103825;-999
20-11-1929;--:--;104950;104950;-999
21-11-1929;--:--;106750;106750;-999
22-11-1929;--:--;106975;106975;-999
23-11-1929;--:--;106300;106300;-999
24-11-1929;--:--;105400;105400;-999
25-11-1929;--:--;104725;104725;-999
26-11-1929;--:--;103825;103825;-999
27-11-1929;--:--;102925;102925;-999
28-11-1929;--:--;102700;102700;-999
29-11-1929;--:--;103150;103150;-999
30-11-1929;--:--;104050;104050;-999
1-12-1929;--:--;105400;105400;-999
2-12-1929;--:--;106750;106750;-999
3-12-1929;--:--;107650;107650;-999
4-12-1929;--:--;108775;108775;-999
5-12-1929;--:--;108775;108775;-999
6-12-1929;--:--;109200;109200;-999
7-12-1929;--:--;109800;109800;-999
8-12-1929;--:--;110000;110000;-999
9-12-1929;--:--;110200;110200;-999
10-12-1929;--:--;110400;110400;-999
11-12-1929;--:--;110800;110800;-999
12-12-1929;--:--;112200;112200;-999
13-12-1929;--:--;113400;113400;-999
14-12-1929;--:--;114800;114800;-999
15-12-1929;--:--;116800;116800;-999
16-12-1929;--:--;118600;118600;-999
17-12-1929;--:--;120800;120800;-999
18-12-1929;--:--;122225;122225;-999
19-12-1929;--:--;123800;123800;-999
20-12-1929;--:--;125200;125200;-999
21-12-1929;--:--;126950;126950;-999
22-12-1929;--:--;127825;127825;-999
23-12-1929;--:--;127300;127300;-999
24-12-1929;--:--;127475;127475;-999
25-12-1929;--:--;128000;128000;-999
26-12-1929;--:--;128300;128300;-999
27-12-1929;--:--;129200;129200;-999
28-12-1929;--:--;129200;129200;-999
29-12-1929;--:--;129800;129800;-999
30-12-1929;--:--;130400;130400;-999
31-12-1929;--:--;131150;131150;-999
1-1-1930;--:--;131600;131600;-999
2-1-1930;--:--;132350;132350;-999
3-1-1930;--:--;132800;132800;-999
4-1-1930;--:--;132950;132950;-999
5-1-1930;--:--;133400;133400;-999
6-1-1930;--:--;132950;132950;-999
7-1-1930;--:--;132800;132800;-999
8-1-1930;--:--;132500;132500;-999
9-1-1930;--:--;132050;132050;-999
10-1-1930;--:--;132200;132200;-999
11-1-1930;--:--;132200;132200;-999
12-1-1930;--:--;132500;132500;-999
13-1-1930;--:--;132800;132800;-999
14-1-1930;--:--;133850;133850;-999
15-1-1930;--:--;134600;134600;-999
16-1-1930;--:--;135800;135800;-999
17-1-1930;--:--;136700;136700;-999
18-1-1930;--:--;137500;137500;-999
19-1-1930;--:--;138500;138500;-999
20-1-1930;--:--;139500;139500;-999
21-1-1930;--:--;139625;139625;-999
22-1-1930;--:--;139500;139500;-999
23-1-1930;--:--;139500;139500;-999
24-1-1930;--:--;139750;139750;-999
25-1-1930;--:--;140250;140250;-999
26-1-1930;--:--;140500;140500;-999
27-1-1930;--:--;141000;141000;-999
28-1-1930;--:--;141875;141875;-999
29-1-1930;--:--;142600;142600;-999
30-1-1930;--:--;143200;143200;-999
31-1-1930;--:--;144000;144000;-999
1-2-1930;--:--;144500;144500;-999
2-2-1930;--:--;145200;145200;-999
3-2-1930;--:--;146000;146000;-999
4-2-1930;--:--;146750;146750;-999
5-2-1930;--:--;147875;147875;-999
6-2-1930;--:--;148250;148250;-999
7-2-1930;--:--;148800;148800;-999
8-2-1930;--:--;148650;148650;-999
9-2-1930;--:--;149700;149700;-999
10-2-1930;--:--;150750;150750;-999
11-2-1930;--:--;151500;151500;-999
12-2-1930;--:--;152375;152375;-999
13-2-1930;--:--;153500;153500;-999
14-2-1930;--:--;154525;154525;-999
15-2-1930;--:--;155750;155750;-999
16-2-1930;--:--;156975;156975;-999
17-2-1930;--:--;158300;158300;-999
18-2-1930;--:--;160100;160100;-999
19-2-1930;--:--;160700;160700;-999
20-2-1930;--:--;161300;161300;-999
21-2-1930;--:--;161300;161300;-999
22-2-1930;--:--;161500;161500;-999
23-2-1930;--:--;161500;161500;-999
24-2-1930;--:--;161850;161850;-999
25-2-1930;--:--;162725;162725;-999
26-2-1930;--:--;163600;163600;-999
27-2-1930;--:--;164475;164475;-999
28-2-1930;--:--;165450;165450;-999
1-3-1930;--:--;166350;166350;-999
2-3-1930;--:--;167025;167025;-999
3-3-1930;--:--;168375;168375;-999
4-3-1930;--:--;169050;169050;-999
5-3-1930;--:--;170325;170325;-999
6-3-1930;--:--;171425;171425;-999
7-3-1930;--:--;172250;172250;-999
8-3-1930;--:--;172800;172800;-999
9-3-1930;--:--;173350;173350;-999
10-3-1930;--:--;173900;173900;-999
11-3-1930;--:--;173900;173900;-999
12-3-1930;--:--;174450;174450;-999
13-3-1930;--:--;175000;175000;-999
14-3-1930;--:--;175650;175650;-999
15-3-1930;--:--;177275;177275;-999
16-3-1930;--:--;178250;178250;-999
17-3-1930;--:--;180525;180525;-999
18-3-1930;--:--;181500;181500;-999
19-3-1930;--:--;182900;182900;-999
20-3-1930;--:--;183950;183950;-999
21-3-1930;--:--;183950;183950;-999
22-3-1930;--:--;184650;184650;-999
23-3-1930;--:--;184650;184650;-999
24-3-1930;--:--;184300;184300;-999
25-3-1930;--:--;184300;184300;-999
26-3-1930;--:--;185000;185000;-999
27-3-1930;--:--;185700;185700;-999
28-3-1930;--:--;186750;186750;-999
29-3-1930;--:--;188150;188150;-999
30-3-1930;--:--;188150;188150;-999
31-3-1930;--:--;190000;190000;-999
1-4-1930;--:--;190375;190375;-999
2-4-1930;--:--;193375;193375;-999
3-4-1930;--:--;195250;195250;-999
4-4-1930;--:--;196400;196400;-999
5-4-1930;--:--;197600;197600;-999
6-4-1930;--:--;198800;198800;-999
7-4-1930;--:--;200000;200000;-999
8-4-1930;--:--;200000;200000;-999
9-4-1930;--:--;201200;201200;-999
10-4-1930;--:--;203200;203200;-999
11-4-1930;--:--;204400;204400;-999
12-4-1930;--:--;206400;206400;-999
13-4-1930;--:--;207200;207200;-999
14-4-1930;--:--;209600;209600;-999
15-4-1930;--:--;210800;210800;-999
16-4-1930;--:--;212000;212000;-999
17-4-1930;--:--;215200;215200;-999
18-4-1930;--:--;216000;216000;-999
19-4-1930;--:--;216800;216800;-999
20-4-1930;--:--;217600;217600;-999
21-4-1930;--:--;218800;218800;-999
22-4-1930;--:--;218800;218800;-999
23-4-1930;--:--;219200;219200;-999
24-4-1930;--:--;219200;219200;-999
25-4-1930;--:--;219200;219200;-999
26-4-1930;--:--;220000;220000;-999
27-4-1930;--:--;221350;221350;-999
28-4-1930;--:--;222250;222250;-999
29-4-1930;--:--;223600;223600;-999
30-4-1930;--:--;224500;224500;-999
1-5-1930;--:--;225850;225850;-999
2-5-1930;--:--;228550;228550;-999
3-5-1930;--:--;229000;229000;-999
4-5-1930;--:--;230350;230350;-999
5-5-1930;--:--;230350;230350;-999
6-5-1930;--:--;229450;229450;-999
7-5-1930;--:--;228550;228550;-999
8-5-1930;--:--;226750;226750;-999
9-5-1930;--:--;226750;226750;-999
10-5-1930;--:--;226750;226750;-999
11-5-1930;--:--;225850;225850;-999
12-5-1930;--:--;225850;225850;-999
13-5-1930;--:--;225850;225850;-999
14-5-1930;--:--;225400;225400;-999
15-5-1930;--:--;225400;225400;-999
16-5-1930;--:--;224500;224500;-999
17-5-1930;--:--;224500;224500;-999
18-5-1930;--:--;224050;224050;-999
19-5-1930;--:--;222700;222700;-999
20-5-1930;--:--;222700;222700;-999
21-5-1930;--:--;222250;222250;-999
22-5-1930;--:--;221350;221350;-999
23-5-1930;--:--;220000;220000;-999
24-5-1930;--:--;220000;220000;-999
25-5-1930;--:--;220000;220000;-999
26-5-1930;--:--;220000;220000;-999
27-5-1930;--:--;220900;220900;-999
28-5-1930;--:--;221800;221800;-999
29-5-1930;--:--;221800;221800;-999
30-5-1930;--:--;222250;222250;-999
31-5-1930;--:--;222700;222700;-999
1-6-1930;--:--;223600;223600;-999
2-6-1930;--:--;223600;223600;-999
3-6-1930;--:--;222700;222700;-999
4-6-1930;--:--;223600;223600;-999
5-6-1930;--:--;223150;223150;-999
6-6-1930;--:--;222700;222700;-999
7-6-1930;--:--;222700;222700;-999
8-6-1930;--:--;223150;223150;-999
9-6-1930;--:--;223600;223600;-999
10-6-1930;--:--;223600;223600;-999
11-6-1930;--:--;223150;223150;-999
12-6-1930;--:--;224050;224050;-999
13-6-1930;--:--;222250;222250;-999
14-6-1930;--:--;222700;222700;-999
15-6-1930;--:--;222700;222700;-999
16-6-1930;--:--;221800;221800;-999
17-6-1930;--:--;220900;220900;-999
18-6-1930;--:--;220000;220000;-999
19-6-1930;--:--;220000;220000;-999
20-6-1930;--:--;220000;220000;-999
21-6-1930;--:--;219600;219600;-999
22-6-1930;--:--;218400;218400;-999
23-6-1930;--:--;216800;216800;-999
24-6-1930;--:--;216000;216000;-999
25-6-1930;--:--;216000;216000;-999
26-6-1930;--:--;215600;215600;-999
27-6-1930;--:--;214800;214800;-999
28-6-1930;--:--;214400;214400;-999
29-6-1930;--:--;215200;215200;-999
30-6-1930;--:--;214000;214000;-999
1-7-1930;--:--;213600;213600;-999
2-7-1930;--:--;213200;213200;-999
3-7-1930;--:--;212800;212800;-999
4-7-1930;--:--;212800;212800;-999
5-7-1930;--:--;212000;212000;-999
6-7-1930;--:--;211200;211200;-999
7-7-1930;--:--;211200;211200;-999
8-7-1930;--:--;210000;210000;-999
9-7-1930;--:--;208800;208800;-999
10-7-1930;--:--;207600;207600;-999
11-7-1930;--:--;207200;207200;-999
12-7-1930;--:--;207200;207200;-999
13-7-1930;--:--;206400;206400;-999
14-7-1930;--:--;206000;206000;-999
15-7-1930;--:--;206000;206000;-999
16-7-1930;--:--;205600;205600;-999
17-7-1930;--:--;205600;205600;-999
18-7-1930;--:--;205200;205200;-999
19-7-1930;--:--;204800;204800;-999
20-7-1930;--:--;204800;204800;-999
21-7-1930;--:--;204000;204000;-999
22-7-1930;--:--;204000;204000;-999
23-7-1930;--:--;203600;203600;-999
24-7-1930;--:--;203200;203200;-999
25-7-1930;--:--;203200;203200;-999
26-7-1930;--:--;203200;203200;-999
27-7-1930;--:--;202800;202800;-999
28-7-1930;--:--;203600;203600;-999
29-7-1930;--:--;204000;204000;-999
30-7-1930;--:--;204000;204000;-999
31-7-1930;--:--;203200;203200;-999
1-8-1930;--:--;202400;202400;-999
2-8-1930;--:--;201600;201600;-999
3-8-1930;--:--;200000;200000;-999
4-8-1930;--:--;198800;198800;-999
5-8-1930;--:--;197200;197200;-999
6-8-1930;--:--;195625;195625;-999
7-8-1930;--:--;193375;193375;-999
8-8-1930;--:--;191500;191500;-999
9-8-1930;--:--;190750;190750;-999
10-8-1930;--:--;189250;189250;-999
11-8-1930;--:--;188500;188500;-999
12-8-1930;--:--;187450;187450;-999
13-8-1930;--:--;185700;185700;-999
14-8-1930;--:--;185000;185000;-999
15-8-1930;--:--;183950;183950;-999
16-8-1930;--:--;182200;182200;-999
17-8-1930;--:--;181175;181175;-999
18-8-1930;--:--;179225;179225;-999
19-8-1930;--:--;177600;177600;-999
20-8-1930;--:--;175650;175650;-999
21-8-1930;--:--;174450;174450;-999
22-8-1930;--:--;172800;172800;-999
23-8-1930;--:--;172250;172250;-999
24-8-1930;--:--;171425;171425;-999
25-8-1930;--:--;170050;170050;-999
26-8-1930;--:--;169775;169775;-999
27-8-1930;--:--;169500;169500;-999
28-8-1930;--:--;168825;168825;-999
29-8-1930;--:--;168150;168150;-999
30-8-1930;--:--;167025;167025;-999
31-8-1930;--:--;165900;165900;-999
1-9-1930;--:--;164650;164650;-999
2-9-1930;--:--;163250;163250;-999
3-9-1930;--:--;162375;162375;-999
4-9-1930;--:--;160700;160700;-999
5-9-1930;--:--;159300;159300;-999
6-9-1930;--:--;157900;157900;-999
7-9-1930;--:--;156975;156975;-999
8-9-1930;--:--;156975;156975;-999
9-9-1930;--:--;155925;155925;-999
10-9-1930;--:--;155400;155400;-999
11-9-1930;--:--;154350;154350;-999
12-9-1930;--:--;153750;153750;-999
13-9-1930;--:--;153500;153500;-999
14-9-1930;--:--;152625;152625;-999
15-9-1930;--:--;151750;151750;-999
16-9-1930;--:--;150750;150750;-999
17-9-1930;--:--;149550;149550;-999
18-9-1930;--:--;148500;148500;-999
19-9-1930;--:--;147375;147375;-999
20-9-1930;--:--;146500;146500;-999
21-9-1930;--:--;146000;146000;-999
22-9-1930;--:--;145500;145500;-999
23-9-1930;--:--;145300;145300;-999
24-9-1930;--:--;145000;145000;-999
25-9-1930;--:--;144600;144600;-999
26-9-1930;--:--;144000;144000;-999
27-9-1930;--:--;143600;143600;-999
28-9-1930;--:--;143100;143100;-999
29-9-1930;--:--;142600;142600;-999
30-9-1930;--:--;141750;141750;-999
1-10-1930;--:--;140250;140250;-999
2-10-1930;--:--;138625;138625;-999
3-10-1930;--:--;137125;137125;-999
4-10-1930;--:--;135350;135350;-999
5-10-1930;--:--;134000;134000;-999
6-10-1930;--:--;132800;132800;-999
7-10-1930;--:--;131600;131600;-999
8-10-1930;--:--;130850;130850;-999
9-10-1930;--:--;130250;130250;-999
10-10-1930;--:--;129500;129500;-999
11-10-1930;--:--;129050;129050;-999
12-10-1930;--:--;128450;128450;-999
13-10-1930;--:--;128000;128000;-999
14-10-1930;--:--;126775;126775;-999
15-10-1930;--:--;125375;125375;-999
16-10-1930;--:--;123800;123800;-999
17-10-1930;--:--;122575;122575;-999
18-10-1930;--:--;121000;121000;-999
19-10-1930;--:--;121000;121000;-999
20-10-1930;--:--;121000;121000;-999
21-10-1930;--:--;121000;121000;-999
22-10-1930;--:--;121700;121700;-999
23-10-1930;--:--;122050;122050;-999
24-10-1930;--:--;121700;121700;-999
25-10-1930;--:--;122050;122050;-999
26-10-1930;--:--;122050;122050;-999
27-10-1930;--:--;121350;121350;-999
28-10-1930;--:--;120200;120200;-999
29-10-1930;--:--;118400;118400;-999
30-10-1930;--:--;118000;118000;-999
31-10-1930;--:--;117400;117400;-999
1-11-1930;--:--;116600;116600;-999
2-11-1930;--:--;116400;116400;-999
3-11-1930;--:--;115600;115600;-999
4-11-1930;--:--;114600;114600;-999
5-11-1930;--:--;114800;114800;-999
6-11-1930;--:--;113800;113800;-999
7-11-1930;--:--;113400;113400;-999
8-11-1930;--:--;114400;114400;-999
9-11-1930;--:--;114400;114400;-999
10-11-1930;--:--;115000;115000;-999
11-11-1930;--:--;115400;115400;-999
12-11-1930;--:--;115800;115800;-999
13-11-1930;--:--;115600;115600;-999
14-11-1930;--:--;115000;115000;-999
15-11-1930;--:--;114000;114000;-999
16-11-1930;--:--;113200;113200;-999
17-11-1930;--:--;113400;113400;-999
18-11-1930;--:--;114000;114000;-999
19-11-1930;--:--;115000;115000;-999
20-11-1930;--:--;115600;115600;-999
21-11-1930;--:--;115400;115400;-999
22-11-1930;--:--;115600;115600;-999
23-11-1930;--:--;116200;116200;-999
24-11-1930;--:--;115800;115800;-999
25-11-1930;--:--;116000;116000;-999
26-11-1930;--:--;115600;115600;-999
27-11-1930;--:--;115000;115000;-999
28-11-1930;--:--;113600;113600;-999
29-11-1930;--:--;112200;112200;-999
30-11-1930;--:--;111000;111000;-999
1-12-1930;--:--;111000;111000;-999
2-12-1930;--:--;111000;111000;-999
3-12-1930;--:--;111800;111800;-999
4-12-1930;--:--;112200;112200;-999
5-12-1930;--:--;113200;113200;-999
6-12-1930;--:--;115000;115000;-999
7-12-1930;--:--;116200;116200;-999
8-12-1930;--:--;117400;117400;-999
9-12-1930;--:--;118400;118400;-999
10-12-1930;--:--;118800;118800;-999
11-12-1930;--:--;119000;119000;-999
12-12-1930;--:--;119400;119400;-999
13-12-1930;--:--;119000;119000;-999
14-12-1930;--:--;118000;118000;-999
15-12-1930;--:--;119000;119000;-999
16-12-1930;--:--;119000;119000;-999
17-12-1930;--:--;119400;119400;-999
18-12-1930;--:--;119800;119800;-999
19-12-1930;--:--;120200;120200;-999
20-12-1930;--:--;121000;121000;-999
21-12-1930;--:--;121350;121350;-999
22-12-1930;--:--;121875;121875;-999
23-12-1930;--:--;122225;122225;-999
24-12-1930;--:--;122750;122750;-999
25-12-1930;--:--;123100;123100;-999
26-12-1930;--:--;123100;123100;-999
27-12-1930;--:--;122750;122750;-999
28-12-1930;--:--;123275;123275;-999
29-12-1930;--:--;122925;122925;-999
30-12-1930;--:--;123100;123100;-999
31-12-1930;--:--;123625;123625;-999
1-1-1931;--:--;123975;123975;-999
2-1-1931;--:--;124675;124675;-999
3-1-1931;--:--;125550;125550;-999
4-1-1931;--:--;126950;126950;-999
5-1-1931;--:--;128300;128300;-999
6-1-1931;--:--;129050;129050;-999
7-1-1931;--:--;129500;129500;-999
8-1-1931;--:--;130700;130700;-999
9-1-1931;--:--;131600;131600;-999
10-1-1931;--:--;132200;132200;-999
11-1-1931;--:--;132200;132200;-999
12-1-1931;--:--;131900;131900;-999
13-1-1931;--:--;132200;132200;-999
14-1-1931;--:--;132500;132500;-999
15-1-1931;--:--;132650;132650;-999
16-1-1931;--:--;133550;133550;-999
17-1-1931;--:--;134600;134600;-999
18-1-1931;--:--;135200;135200;-999
19-1-1931;--:--;136100;136100;-999
20-1-1931;--:--;137000;137000;-999
21-1-1931;--:--;138000;138000;-999
22-1-1931;--:--;138250;138250;-999
23-1-1931;--:--;139000;139000;-999
24-1-1931;--:--;139250;139250;-999
25-1-1931;--:--;139500;139500;-999
26-1-1931;--:--;139750;139750;-999
27-1-1931;--:--;139750;139750;-999
28-1-1931;--:--;139500;139500;-999
29-1-1931;--:--;139250;139250;-999
30-1-1931;--:--;139375;139375;-999
31-1-1931;--:--;139125;139125;-999
1-2-1931;--:--;139625;139625;-999
2-2-1931;--:--;140250;140250;-999
3-2-1931;--:--;141000;141000;-999
4-2-1931;--:--;142100;142100;-999
5-2-1931;--:--;143000;143000;-999
6-2-1931;--:--;143700;143700;-999
7-2-1931;--:--;144400;144400;-999
8-2-1931;--:--;144900;144900;-999
9-2-1931;--:--;145400;145400;-999
10-2-1931;--:--;145700;145700;-999
11-2-1931;--:--;145900;145900;-999
12-2-1931;--:--;145900;145900;-999
13-2-1931;--:--;145900;145900;-999
14-2-1931;--:--;146125;146125;-999
15-2-1931;--:--;146500;146500;-999
16-2-1931;--:--;147250;147250;-999
17-2-1931;--:--;147750;147750;-999
18-2-1931;--:--;148500;148500;-999
19-2-1931;--:--;149400;149400;-999
20-2-1931;--:--;150600;150600;-999
21-2-1931;--:--;151750;151750;-999
22-2-1931;--:--;152375;152375;-999
23-2-1931;--:--;153250;153250;-999
24-2-1931;--:--;154175;154175;-999
25-2-1931;--:--;154700;154700;-999
26-2-1931;--:--;155050;155050;-999
27-2-1931;--:--;155575;155575;-999
28-2-1931;--:--;155925;155925;-999
1-3-1931;--:--;156275;156275;-999
2-3-1931;--:--;156625;156625;-999
3-3-1931;--:--;157500;157500;-999
4-3-1931;--:--;158300;158300;-999
5-3-1931;--:--;159700;159700;-999
6-3-1931;--:--;160700;160700;-999
7-3-1931;--:--;162025;162025;-999
8-3-1931;--:--;163250;163250;-999
9-3-1931;--:--;164300;164300;-999
10-3-1931;--:--;164825;164825;-999
11-3-1931;--:--;166800;166800;-999
12-3-1931;--:--;167925;167925;-999
13-3-1931;--:--;168600;168600;-999
14-3-1931;--:--;168825;168825;-999
15-3-1931;--:--;168825;168825;-999
16-3-1931;--:--;169500;169500;-999
17-3-1931;--:--;170325;170325;-999
18-3-1931;--:--;171150;171150;-999
19-3-1931;--:--;172525;172525;-999
20-3-1931;--:--;174450;174450;-999
21-3-1931;--:--;175650;175650;-999
22-3-1931;--:--;178900;178900;-999
23-3-1931;--:--;179225;179225;-999
24-3-1931;--:--;180200;180200;-999
25-3-1931;--:--;181175;181175;-999
26-3-1931;--:--;181850;181850;-999
27-3-1931;--:--;182550;182550;-999
28-3-1931;--:--;183950;183950;-999
29-3-1931;--:--;183950;183950;-999
30-3-1931;--:--;184650;184650;-999
31-3-1931;--:--;185700;185700;-999
1-4-1931;--:--;186400;186400;-999
2-4-1931;--:--;187800;187800;-999
3-4-1931;--:--;190375;190375;-999
4-4-1931;--:--;193750;193750;-999
5-4-1931;--:--;195250;195250;-999
6-4-1931;--:--;197200;197200;-999
7-4-1931;--:--;198400;198400;-999
8-4-1931;--:--;199200;199200;-999
9-4-1931;--:--;201200;201200;-999
10-4-1931;--:--;202000;202000;-999
11-4-1931;--:--;202400;202400;-999
12-4-1931;--:--;202800;202800;-999
13-4-1931;--:--;204400;204400;-999
14-4-1931;--:--;205200;205200;-999
15-4-1931;--:--;206000;206000;-999
16-4-1931;--:--;207200;207200;-999
17-4-1931;--:--;208000;208000;-999
18-4-1931;--:--;208800;208800;-999
19-4-1931;--:--;210400;210400;-999
20-4-1931;--:--;212000;212000;-999
21-4-1931;--:--;212800;212800;-999
22-4-1931;--:--;213200;213200;-999
23-4-1931;--:--;213200;213200;-999
24-4-1931;--:--;213200;213200;-999
25-4-1931;--:--;213200;213200;-999
26-4-1931;--:--;213600;213600;-999
27-4-1931;--:--;212400;212400;-999
28-4-1931;--:--;212000;212000;-999
29-4-1931;--:--;212800;212800;-999
30-4-1931;--:--;212800;212800;-999
1-5-1931;--:--;214000;214000;-999
2-5-1931;--:--;214800;214800;-999
3-5-1931;--:--;216000;216000;-999
4-5-1931;--:--;218400;218400;-999
5-5-1931;--:--;220000;220000;-999
6-5-1931;--:--;220900;220900;-999
7-5-1931;--:--;221800;221800;-999
8-5-1931;--:--;223150;223150;-999
9-5-1931;--:--;222250;222250;-999
10-5-1931;--:--;221800;221800;-999
11-5-1931;--:--;222700;222700;-999
12-5-1931;--:--;222700;222700;-999
13-5-1931;--:--;222700;222700;-999
14-5-1931;--:--;221800;221800;-999
15-5-1931;--:--;221350;221350;-999
16-5-1931;--:--;221800;221800;-999
17-5-1931;--:--;221800;221800;-999
18-5-1931;--:--;222250;222250;-999
19-5-1931;--:--;222700;222700;-999
20-5-1931;--:--;221350;221350;-999
21-5-1931;--:--;220900;220900;-999
22-5-1931;--:--;220900;220900;-999
23-5-1931;--:--;220000;220000;-999
24-5-1931;--:--;219200;219200;-999
25-5-1931;--:--;219200;219200;-999
26-5-1931;--:--;217600;217600;-999
27-5-1931;--:--;216800;216800;-999
28-5-1931;--:--;216400;216400;-999
29-5-1931;--:--;216400;216400;-999
30-5-1931;--:--;218000;218000;-999
31-5-1931;--:--;218800;218800;-999
1-6-1931;--:--;219200;219200;-999
2-6-1931;--:--;219600;219600;-999
3-6-1931;--:--;220000;220000;-999
4-6-1931;--:--;219200;219200;-999
5-6-1931;--:--;218800;218800;-999
6-6-1931;--:--;218400;218400;-999
7-6-1931;--:--;218000;218000;-999
8-6-1931;--:--;216800;216800;-999
9-6-1931;--:--;216000;216000;-999
10-6-1931;--:--;215200;215200;-999
11-6-1931;--:--;214400;214400;-999
